Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1951),Diameter (1951),Height (1956),Diameter (1956),Height (1959),Diameter (1959),Height (1961),Diameter (1961),Height (1967),Diameter (1967),Height (1972),Diameter (1972),Height (1977),Diameter (1977),Height (1981),Diameter (1981),Height (1982),Diameter (1982),Height (1983),Diameter (1983),Height (1984),Diameter (1984),Height (1985),Diameter (1985),Height (1986),Diameter (1986),Height (1987),Diameter (1987),Height (1988),Diameter (1988),Height (1989),Diameter (1989),Height (1990),Diameter (1990),Height (1992),Diameter (1992),Height (1993),Diameter (1993),Height (1997),Diameter (1997)
7th Avenue,Church of Christ - 4501,10,4225,2,Ulmus americana,,,,,,,,,,,,,,,,18,24,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4231,2,Ulmus americana,,,,,,,,,,,,,,,,24,38,,,,,,,,,,,26,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4235,1,Picea glauca,,,,,,,,,,,,,,,,19,16,,,,,,,,,,,20,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4235,2,Picea pungens,,,,,,,,,,,,,,,,23,21,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4235,3,Picea pungens,,,,,,,,,,,,,,,,22,17,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4235,4,Ulmus americana,,,,,,,,,,,,,,,,18,19,,,,,,,,,,,20,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4301,1,Sorbus aucuparia,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,16,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4301,2,Picea glauca,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,14,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4301,3,Picea glauca,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,6,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4301,4,Ulmus laciniata,,,,,,,,,,,,,,,,13,6,,,,,,,,,,,18,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4307,1,Ulmus americana,,,,,,,,,,,,,,,,20,33,,,,,,,,,,,20,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4313,1,Salix,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,15,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4313,2,Pinus sylvestris,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,9,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4321,1,Picea pungens,,,,,,,,,,,,,,,,24,35,,,,,,,,,,,33,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4321,2,Ulmus americana,,,,,,,,,,,,,,,,21,28,,,,,,,,,,,30,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4407,1,Ulmus americana,,,,,,,,,,,,,,,,24,32,,,,,,,,,,,30,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4407,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4407,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4407,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4407,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4413,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4413,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4417,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4417,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4425,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4427,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4427,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4501,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4501,3,Picea glauca,,,,,,,,,,,,,,,,17,18,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4501,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,Church of Christ - 4501,10,4501,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4515,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4519,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4525,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4529,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4529,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4533,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4535,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4535,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4535,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4535,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4603,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4603,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4603,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4611,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4619,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4629,1,Cotoneaster,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,5,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4629,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4633,1,Syringa vulgaris,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,8,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4633,2,Syringa vulgaris,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,8,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4633,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4633,4,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,20,11,,,,,,,,,,,22,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4633,5,Acer negundo,,,,,,,,,,,,,,,,14,7,,,,,,,,,,,16,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4633,6,Acer negundo,,,,,,,,,,,,,,,,18,26,,,,,,,,,,,19,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4701,1,Malus,,,,,,,,,,,,,,,,13,10,,,,,,,,,,,15,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4701,2,Syringa vulgaris,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,6,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4701,3,Ulmus americana,,,,,,,,,,,,,,,,13,8,,,,,,,,,,,18,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4701,4,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,15,19,,,,,,,,,,,26,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4701,5,Picea pungens,,,,,,,,,,,,,,,,12,7,,,,,,,,,,,20,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4701,6,Elaeagnus angustifolia,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,20,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4705,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4705,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4717,1,Picea glauca,,,,,,,,,,,,,,,,18,15,,,,,,,,,,,26,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4717,2,Acer negundo,,,,,,,,,,,,,,,,18,34,,,,,,,,,,,22,,,,,,,,,,,,,
7TH Avenue,4515-4727,10 NW-21,4727,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4624,1,Ulmus laciniata,,,,,,,,,,,,,,,,13,17,,,,,,,,,,,17,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4624,2,Acer negundo,,,,,,,,,,,,,,,,17,14,,,,,,,,,,,18,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4630,1,Caragana arborescens,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,8,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4630,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4636,1,Picea glauca,,,,,,,,,,,,,,,,23,21,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4636,2,Picea glauca,,,,,,,,,,,,,,,,25,23,,,,,,,,,,,30,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4636,3,Picea glauca,,,,,,,,,,,,,,,,21,13,,,,,,,,,,,28,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4636,4,Picea glauca,,,,,,,,,,,,,,,,17,9,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4636,5,Ulmus americana,,,,,,,,,,,,,,,,19,12,,,,,,,,,,,22,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4700,1,Acer negundo,,,,,,,,,,,,,,,,16,14,,,,,,,,,,,17,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4700,2,Acer negundo,,,,,,,,,,,,,,,,17,13,,,,,,,,,,,19,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4710,1,Picea glauca,,,,,,,,,,,,,,,,18,12,,,,,,,,,,,23,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4710,2,Picea pungens,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,4,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4720,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4720,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4726,1,Sorbus aucuparia,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,10,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4726,2,Picea pungens,,,,,,,,,,,,,,,,19,10,,,,,,,,,,,22,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4736,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4736,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4800,1,Acer negundo,,,,,,,,,,,,,,,,17,16,,,,,,,,,,,22,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4800,2,Malus,,,,,,,,,,,,,,,,13,15,,,,,,,,,,,16,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4800,3,Picea pungens,,,,,,,,,,,,,,,,22,12,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4808,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4808,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4814,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4814,2,Ulmus laciniata,,,,,,,,,,,,,,,,14,5,,,,,,,,,,,10,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4820,1,Picea pungens,,,,,,,,,,,,,,,,25,14,,,,,,,,,,,30,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4820,2,Picea pungens,,,,,,,,,,,,,,,,20,12,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4826,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4826,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4830,1,Picea pungens,,,,,,,,,,,,,,,,12,7,,,,,,,,,,,12,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4840,1,Picea glauca,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,35,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4840,2,Picea glauca,,,,,,,,,,,,,,,,25,15,,,,,,,,,,,38,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4840,3,Sorbus aucuparia,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,8,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4840,4,Malus,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,6,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4840,5,Ulmus americana,,,,,,,,,,,,,,,,17,21,,,,,,,,,,,15,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4900,1,Ulmus americana,,,,,,,,,,,,,,,,19,23,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4900,2,Ulmus americana,,,,,,,,,,,,,,,,20,18,,,,,,,,,,,24,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4900,3,Ulmus americana,,,,,,,,,,,,,,,,16,14,,,,,,,,,,,22,,,,,,,,,,,,,
7th Avenue,4624-4900,10,4900,4,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,17,10,,,,,,,,,,,25,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4727,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4737,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4737,2,Picea pungens,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4737,3,Ulmus americana,,,,,,,,,,,,,,,,23,19,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4737,4,Ulmus americana,,,,,,,,,,,,,,,,26,34,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4737,5,Ulmus americana,,,,,,,,,,,,,,,,23,27,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4805,1,Ulmus americana,,,,,,,,,,,,,,,,25,27,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4805,2,Ulmus americana,,,,,,,,,,,,,,,,25,28,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4805,3,Ulmus americana,,,,,,,,,,,,,,,,22,20,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4805,4,Picea pungens,,,,,,,,,,,,,,,,23,29,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4805,5,Picea pungens,,,,,,,,,,,,,,,,23,24,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4821,1,Picea glauca,,,,,,,,,,,,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4821,2,Picea glauca,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4825,1,Picea glauca,,,,,,,,,,,,,,,,23,22,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4825,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4829,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4831,1,Sorbus aucuparia,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4831,2,Picea pungens,,,,,,,,,,,,,,,,20,25,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4835,1,Malus,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4835,2,Betula pendula 'Youngii',,,,,,,,,,,,,,,,13,6,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4835,3,Sorbus aucuparia,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,4835,4,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,20,21,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5001,1,Ulmus americana,,,,,,,,,,,,,,,,14,10,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5001,2,Ulmus americana,,,,,,,,,,,,,,,,18,18,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5001,4,Picea glauca,,,,,,,,,,,,,,,,22,18,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5001,5,Picea glauca,,,,,,,,,,,,,,,,23,21,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5001,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5011,1,Picea glauca,,,,,,,,,,,,,,,,25,22,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5011,2,Picea glauca,,,,,,,,,,,,,,,,24,25,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5015,1,Picea glauca,,,,,,,,,,,,,,,,25,23,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5015,2,Picea glauca,,,,,,,,,,,,,,,,18,18,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5029,1,Picea glauca,,,,,,,,,,,,,,,,23,23,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5029,2,Ulmus americana,,,,,,,,,,,,,,,,24,34,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5039,1,Ulmus laciniata,,,,,,,,,,,,,,,,25,43,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5039,2,,-481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5039,3,Ulmus americana,,,,,,,,,,,,,,,,20,15,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5039,4,Picea pungens,,,,,,,,,,,,,,,,18,14,,,,,,,,,,,,,,,,,,,,,,,,
7TH AVENUE,4835-5038,10 NW 21,5039,5,Ulmus americana,,,,,,,,,,,,,,,,23,20,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4904,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4904,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4910,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,20,23,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4910,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,18,18,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4916,1,Picea glauca,,,,,,,,,,,,,,,,24,16,,,,,,,,,,,30,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4916,2,Picea glauca,,,,,,,,,,,,,,,,23,25,,,,,,,,,,,30,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4916,3,Picea glauca,,,,,,,,,,,,,,,,20,14,,,,,,,,,,,29,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4920,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,22,13,,,,,,,,,,,35,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4936,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4936,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4938,1,Picea glauca,,,,,,,,,,,,,,,,16,7,,,,,,,,,,,23,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4940,1,Syringa vulgaris,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,6,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4940,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4940,3,Syringa vulgaris,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,8,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4940,4,Ulmus americana,,,,,,,,,,,,,,,,23,15,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,4940,5,Ulmus laciniata,,,,,,,,,,,,,,,,21,14,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,Saint Cecilia,1,Cotoneaster,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,Gone,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,Church,2,Cotoneaster,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,GONE,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5200,1,Populus,,,,,,,,,,,,,,,,23,14,,,,,,,,,,,40,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5200,2,Ulmus americana,,,,,,,,,,,,,,,,19,17,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5200,3,Ulmus americana,,,,,,,,,,,,,,,,17,13,,,,,,,,,,,25,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5200,4,Picea pungens,,,,,,,,,,,,,,,,13,7,,,,,,,,,,,15,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5200,5,Picea glauca,,,,,,,,,,,,,,,,18,11,,,,,,,,,,,20,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5218,1,Picea glauca,,,,,,,,,,,,,,,,14,6,,,,,,,,,,,18,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5220,1,Picea glauca,,,,,,,,,,,,,,,,18,9,,,,,,,,,,,23,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5228,1,Picea glauca,,,,,,,,,,,,,,,,13,6,,,,,,,,,,,13,,,,,,,,,,,,,
7th Avenue,4904-5300,NW 21 10,5228,2,Syringa vulgaris,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,8,,,,,,,,,,,,,
