Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1951),Diameter (1951),Height (1956),Diameter (1956),Height (1959),Diameter (1959),Height (1961),Diameter (1961),Height (1967),Diameter (1967),Height (1972),Diameter (1972),Height (1977),Diameter (1977),Height (1981),Diameter (1981),Height (1982),Diameter (1982),Height (1983),Diameter (1983),Height (1984),Diameter (1984),Height (1985),Diameter (1985),Height (1986),Diameter (1986),Height (1987),Diameter (1987),Height (1988),Diameter (1988),Height (1989),Diameter (1989),Height (1990),Diameter (1990),Height (1992),Diameter (1992),Height (1993),Diameter (1993),Height (1997),Diameter (1997)
5th Avenue,2900-3322,NW 23,2900,2,Betula pendula 'Youngii',,,,,,,,,,,,,,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue,2900-3322,NW 23,3040,1,Ulmus americana,,,,,,,,,,,,,,,,22,19,,,,,,,,,,,30,,,,,,,,,,,,,
5th Avenue,2900-3322,NW 23,3046,1,Acer negundo,,,,,,,,,,,,,,,,10,32,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue,2900-3322,NW 23,3046,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue,2900-3322,NW 23,3322,1,Syringa vulgaris,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,8,,,,,,,,,,,,,
5th Avenue,2900-3322,NW 23,3322,2,Picea glauca,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,8,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,120,1,Prunus virginiana,Removed,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,147,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,148,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,148,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,149,1,Malus,Removed,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,149,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,151,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,151,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,153,1,Pinus sylvestris,,,,,,,,,,,,,,,,12,6,,,,,,,,,,,16,,,,,,,,,,,,,
5th Avenue East,120-153,36 NE-12,153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Ave,210,36 AVE-12,210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Ave,210,36 AVE-12,210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Ave,210,36 AVE-12,210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Ave,210,36 AVE-12,210,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1830,1,Pinus banksiana,,,,,,,,,,,,,,,,12,2,,,,,,,,,,,18,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1830,2,Pinus banksiana,,,,,,,,,,,,,,,,10,2,,,,,,,,,,,18,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1830,3,Picea pungens,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,12,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1830,4,Picea pungens,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,12,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1830,5,Ulmus americana,,,,,,,,,,,,,,,,25,7,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1830,6,Acer negundo,,,,,,,,,,,,,,,,20,5,,,,,,,,,,,20,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1830,7,Acer negundo,,,,,,,,,,,,,,,,15,5,,,,,,,,,,,20,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1910,1,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1910,2,Ulmus americana,,,,,,,,,,,,,,,,15,4,,,,,,,,,,,25,18,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1910,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1910,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1910,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1910,6,Syringa vulgaris,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,7,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1910,7,Syringa vulgaris,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,8,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1930,1,Betula pendula 'Youngii',,,,,,,,,,,,,,,,30,15,,,,,,,,,,,30,40,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1930,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1930,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1930,4,Ulmus americana,,,,,,,,,,,,,,,,30,13,,,,,,,,,,,32,30,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,1930,5,Ulmus americana,,,,,,,,,,,,,,,,30,10,,,,,,,,,,,26,25,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2010,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,18,15,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2010,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,18,15,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2010,3,Ulmus americana,Removed,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2010,4,Picea glauca,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,10,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2010,5,Picea pungens,,,,,,,,,,,,,,,,13,5,,,,,,,,,,,20,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2010,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2030,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2030,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2030,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2030,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2030,5,Ulmus americana,,,,,,,,,,,,,,,,20,6,,,,,,,,,,,25,20,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2110,1,Ulmus laciniata,,,,,,,,,,,,,,,,26,23,,,,,,,,,,,30,45,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2110,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2110,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2110,5,Picea glauca,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,8,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2110,6,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,27,12,,,,,,,,,,,25,20,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2130,1,Betula pendula 'Youngii',,,,,,,,,,,,,,,,19,7,,,,,,,,,,,20,15,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2130,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2130,4,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,33,20,,,,,,,,,,,35,,,,,,,,,,,,,
6th Avenue North,1830 - 2130,AVE - 3,2130,5,Acer negundo,,,,,,,,,,,,,,,,30,9,,,,,,,,,,,35,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2210,1,Picea glauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2210,2,Picea glauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2210,3,Picea pungens,,,,,,,,,,,,,,,,30,18,,,,,,,,,,,30,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2210,4,Picea pungens,,,,,,,,,,,,,,,,30,20,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2210,5,Picea glauca,,,,,,,,,,,,,,,,27,10,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2210,6,Picea glauca,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,20,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2210,7,Picea glauca,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,20,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2420,1,Ulmus americana,,,,,,,,,,,,,,,,30,7,,,,,,,,,,,32,28,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2420,2,Ulmus americana,,,,,,,,,,,,,,,,26,7,,,,,,,,,,,30,25,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2420,3,Ulmus americana,,,,,,,,,,,,,,,,24,7,,,,,,,,,,,30,25,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2420,4,Ulmus americana,,,,,,,,,,,,,,,,30,21,,,,,,,,,,,32,20,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2420,5,Ulmus americana,,,,,,,,,,,,,,,,28,16,,,,,,,,,,,30,25,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2420,6,Ulmus americana,,,,,,,,,,,,,,,,27,12,,,,,,,,,,,30,25,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2420,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2420,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2420,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2210-2420,32 NW 3,2420,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Ave North,2325,NW 32,2325,1,Picea pungens,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,10,,,,,,,,,,,,,
6th Ave North,2325,NW 32,2325,2,Picea pungens,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,6,,,,,,,,,,,,,
6th Ave North,2325,NW 32,2325,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Ave North,2325,NW 32,2325,4,Ulmus americana,,,,,,,,,,,,,,,,27,18,,,,,,,,,,,30,30,,,,,,,,,,,,
6th Ave North,2325,NW 32,2325,5,Ulmus americana,,,,,,,,,,,,,,,,30,20,,,,,,,,,,,34,35,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1130,2,Thuja occidentalis,,,,,,,,,,,,,,,,7,3,7,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1130,3,Picea pungens,,,,,,,,,,,,,,,,22,15,21,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1130,4,Picea pungens,,,,,,,,,,,,,,,,17,11,24,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1130,5,Ulmus americana,,,,,,,,,,,,,,,,25,14,30,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1130,6,Ulmus americana,,,,,,,,,,,,,,,,25,16,31,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1204,1,Ulmus americana,,,,,,,,,,,,,,,,30,19,32,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1204,2,Ulmus americana,,,,,,,,,,,,,,,,14,6,14,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1204,3,status error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1204,4,Picea glauca,,,,,,,,,,,,,,,,6,4,10,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1204,5,Cotoneaster,,,,,,,,,,,,,,,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1310,1,Ulmus americana,,,,,,,,,,,,,,,,25,20,30,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1310,2,Ulmus americana,,,,,,,,,,,,,,,,30,16,32,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1310,3,Ulmus americana,,,,,,,,,,,,,,,,27,17,30,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1310,4,Ulmus americana,,,,,,,,,,,,,,,,28,22,30,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1310,5,Picea pungens,Removed,,,,,,,,,,,,,,,14,12,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1310,6,Picea pungens,Removed,,,,,,,,,,,,,,,14,9,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1402,1,Ulmus americana,,,,,,,,,,,,,,,,30,25,30,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1402,2,status error,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1402,3,Ulmus americana,,,,,,,,,,,,,,,,32,25,18,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1402,4,status error,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1402,5,Ulmus americana,,,,,,,,,,,,,,,,24,20,28,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1402,6,Ulmus americana,,,,,,,,,,,,,,,,26,24,28,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1420,1,Ulmus americana,,,,,,,,,,,,,,,,15,32,18,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1420,2,Ulmus americana,,,,,,,,,,,,,,,,29,26,30,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1460,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1460,2,Malus,,,,,,,,,,,,,,,,22,10,26,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1460,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1460,4,Ulmus americana,,,,,,,,,,,,,,,,32,38,30,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1518,1,status error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1518,2,Ulmus americana,,,,,,,,,,,,,,,,30,37,30,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1526,1,Ulmus americana,,,,,,,,,,,,,,,,30,36,30,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1526,2,Betula pendula 'Youngii',,,,,,,,,,,,,,,,23,21,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1510,1,Ulmus americana,,,,,,,,,,,,,,,,22,22,26,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1510,2,Ulmus americana,,,,,,,,,,,,,,,,8,3,17,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1520,1,Ulmus americana,Removed,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1520,2,Ulmus americana,,,,,,,,,,,,,,,,27,29,28,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1640,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1130 - 1640,32,1640,2,Ulmus americana,,,,,,,,,,,,,,,,23,21,26,,,,,,,,,,,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1135,1,Malus,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,12,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1135,2,Ulmus americana,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,10,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1135,3,Picea glauca,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,5,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1135,4,Ulmus americana,,,,,,,,,,,,,,,,28,22,,,,,,,,,,,32,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1135,5,Ulmus americana,,,,,,,,,,,,,,,,20,10,,,,,,,,,,,25,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1501,1,Ulmus laciniata,,,,,,,,,,,,,,,,13,6,,,,,,,,,,,,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1501,2,Betula pendula 'Youngii',,,,,,,,,,,,,,,,30,20,,,,,,,,,,,,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1501,3,Ulmus americana,,,,,,,,,,,,,,,,30,26,,,,,,,,,,,,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1501,4,Ulmus americana,,,,,,,,,,,,,,,,15,8,,,,,,,,,,,,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1501,5,Ulmus laciniata,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1617,1,Ulmus americana,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,28,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1617,2,Ulmus americana,,,,,,,,,,,,,,,,25,16,,,,,,,,,,,30,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1617,3,Ulmus americana,,,,,,,,,,,,,,,,20,14,,,,,,,,,,,26,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1661,1,Acer negundo,,,,,,,,,,,,,,,,29,17,,,,,,,,,,,30,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1661,2,Malus,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,8,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1661,3,Ulmus americana,,,,,,,,,,,,,,,,28,27,,,,,,,,,,,30,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1661,4,Ulmus americana,,,,,,,,,,,,,,,,26,24,,,,,,,,,,,30,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1725,1,Ulmus americana,,,,,,,,,,,,,,,,28,25,,,,,,,,,,,30,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1725,2,Ulmus americana,,,,,,,,,,,,,,,,31,31,,,,,,,,,,,30,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1725,3,Ulmus americana,,,,,,,,,,,,,,,,26,25,,,,,,,,,,,30,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1761,1,Ulmus americana,Removed,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,
6th Ave North,1135-1761,NE 4,1761,2,Ulmus americana,,,,,,,,,,,,,,,,26,24,,,,,,,,,,,28,,,,,,,,,,,,,
6th Avenue North,1680 - 1732,32,1680,1,Picea glauca,Removed,,,,,,,,,,,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1680 - 1732,32,1680,2,Ulmus americana,,,,,,,,,,,,,,,,24,19,,,,,,,,,,,28,,,,,,,,,,,,,
6th Avenue North,1680 - 1732,32,1680,3,Ulmus americana,,,,,,,,,,,,,,,,26,30,,,,,,,,,,,28,,,,,,,,,,,,,
6th Avenue North,1680 - 1732,32,1680,4,Ulmus americana,,,,,,,,,,,,,,,,26,31,,,,,,,,,,,28,,,,,,,,,,,,,
6th Avenue North,1680 - 1732,32,1726,1,Ulmus americana,,,,,,,,,,,,,,,,30,38,,,,,,,,,,,28,,,,,,,,,,,,,
6th Avenue North,1680 - 1732,32,1726,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1680 - 1732,32,1730,1,Ulmus americana,,,,,,,,,,,,,,,,28,24,,,,,,,,,,,28,,,,,,,,,,,,,
6th Avenue North,1680 - 1732,32,1730,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,1680 - 1732,32,1732,1,Ulmus americana,,,,,,,,,,,,,,,,27,30,,,,,,,,,,,26,,,,,,,,,,,,,
6th Avenue North,1680 - 1732,32,1732,2,Picea pungens,Removed,,,,,,,,,,,,,,,24,14,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2630,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2630,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2630,3,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2630,4,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2630,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2630,6,Ulmus americana,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,4,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2630,7,Ulmus americana,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,10,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2630,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2630,9,Elaeagnus angustifolia,,,,,,,,,,,,,,,,21,12,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,1,Ulmus americana,,,,,,,,,,,,,,,,8,,,,,,,,,,,,12,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,2,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,3,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,4,Ulmus americana,,,,,,,,,,,,,,,,22,11,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,5,Ulmus americana,,,,,,,,,,,,,,,,21,16,,,,,,,,,,,23,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,6,Ulmus americana,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,7,Ulmus americana,,,,,,,,,,,,,,,,17,12,,,,,,,,,,,21,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,8,Ulmus americana,,,,,,,,,,,,,,,,23,1,,,,,,,,,,,27,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,9,Ulmus americana,,,,,,,,,,,,,,,,22,18,,,,,,,,,,,24,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,10,Ulmus americana,,,,,,,,,,,,,,,,23,19,,,,,,,,,,,25,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2828,11,Ulmus americana,,,,,,,,,,,,,,,,22,17,,,,,,,,,,,27,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,1,Ulmus americana,,,,,,,,,,,,,,,,21,16,,,,,,,,,,,26,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,2,,Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,3,Ulmus americana,,,,,,,,,,,,,,,,21,,,,,,,,,,,,23,,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,4,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,5,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
6th Avenue North,2630 - 3024,NW - 7,2844,6,Fraxinus pennsylvanica 'Patmore',Fall 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
