Page,Street,Block,Sector,Street Number,Tree No.,Species (raw),Species,Year Planted,Years,Height 1,Height 2,Height 3,Height 4,Diameter 1,Diameter 2,Diameter 3,Diameter 4
897,broad street north,850-1026,NE 1 34,854,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",15,14,,,4,,,
897,broad street north,850-1026,NE 1 34,854,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",12,14,,,3,,,
897,broad street north,850-1026,NE 1 34,858,1,Green Ash,Fraxinus pennsylvanica,Removed,"1981, 1987",10,0,,,2,,,
897,broad street north,850-1026,NE 1 34,858,2,Green Ash,Fraxinus pennsylvanica,Removed,"1981, 1987",10,0,,,2,,,
897,broad street north,850-1026,NE 1 34,862,1,White green spruce ash,error,,"1981, 1987",,5,,,,,,
897,broad street north,850-1026,NE 1 34,862,2,Colorado Spruce,Picea pungens,,"1981, 1987",,2,,,,,,
897,broad street north,850-1026,NE 1 34,902,1,White Spruce,Picea glauca,,"1981, 1987",8,8,,,3,,,
897,broad street north,850-1026,NE 1 34,902,2,White Spruce,Picea glauca,,"1981, 1987",7,9,,,3,,,
897,broad street north,850-1026,NE 1 34,906,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",10,10,,,3,,,
897,broad street north,850-1026,NE 1 34,906,2,White Spruce,Picea glauca,,"1981, 1987",11,14,,,1,,,
897,broad street north,850-1026,NE 1 34,910,1,Bantea Aster,error,,"1981, 1987",2,3,,,,,,
897,broad street north,850-1026,NE 1 34,910,2,,,,"1981, 1987",,,,,,,,
897,broad street north,850-1026,NE 1 34,914,1,,,,"1981, 1987",,,,,,,,
897,broad street north,850-1026,NE 1 34,914,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",12,14,,,3,,,
897,broad street north,850-1026,NE 1 34,918,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",10,14,,,3,,,
897,broad street north,850-1026,NE 1 34,918,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",10,13,,,2,,,
897,broad street north,850-1026,NE 1 34,922,1,Green Ash,Fraxinus pennsylvanica,1982,"1981, 1987",11,16,,,4,,,
897,broad street north,850-1026,NE 1 34,922,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",14,17,,,4,,,
897,broad street north,850-1026,NE 1 34,938,1,,,,"1981, 1987",,,,,,,,
897,broad street north,850-1026,NE 1 34,938,2,,,,"1981, 1987",,,,,,,,
897,broad street north,850-1026,NE 1 34,942,1,,,,"1981, 1987",,,,,,,,
897,broad street north,850-1026,NE 1 34,942,2,,,,"1981, 1987",,,,,,,,
897,broad street north,850-1026,NE 1 34,946,1,Weeping Birch,Betula pendula 'Youngii',,"1981, 1987",20,28,,,4,,,
897,broad street north,850-1026,NE 1 34,946,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",12,15,,,4,,,
897,broad street north,850-1026,NE 1 34,950,1,Driveway,utility,,"1981, 1987",,,,,,,,
897,broad street north,850-1026,NE 1 34,950,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",12,16,,,4,,,
897,broad street north,850-1026,NE 1 34,954,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",10,15,,,3,,,
897,broad street north,850-1026,NE 1 34,954,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",15,18,,,5,,,
897,broad street north,850-1026,NE 1 34,958,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",10,14,,,3,,,
897,broad street north,850-1026,NE 1 34,958,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",12,14,,,3,,,
897,broad street north,850-1026,NE 1 34,1002,1,White Birch,Betula papyrifera,,"1981, 1987",10,10,,,,,,
897,broad street north,850-1026,NE 1 34,1002,2,White Birch,Betula papyrifera,,"1981, 1987",8,10,,,,,,
897,broad street north,850-1026,NE 1 34,1002,3,Col. Spruce,Picea pungens,,"1981, 1987",,5,,,,,,
897,broad street north,850-1026,NE 1 34,1002,4,Gr. Ash,Fraxinus pennsylvanica,,"1981, 1987",,10,,,,,,
897,broad street north,850-1026,NE 1 34,1026,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",7,8,,,3,,,
897,broad street north,850-1026,NE 1 34,1026,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",6,8,,,2,,,
897,broad street north,850-1026,NE 1 34,1026,3,,,,"1981, 1987",,,,,,,,
897,broad street north,850-1026,NE 1 34,1026,4,American Elm,Ulmus americana,,"1981, 1987",15,17,,,3,,,
898,broad street north,927-1115,NE 34,927,1,Green Ash,Fraxinus pennsylvanica,,1987,12,,,,3,,,
898,broad street north,927-1115,NE 34,927,2,Mountain Ash,Sorbus aucuparia,,1987,14,,,,4,,,
898,broad street north,927-1115,NE 34,927,3,Driveway,utility,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,939,1,Green Ash,Fraxinus pennsylvanica,Weeping Birch,1987,10,,,,3,,,
898,broad street north,927-1115,NE 34,939,2,Green Ash,Fraxinus pennsylvanica,Weeping Birch,1987,8,,,,2,,,
898,broad street north,927-1115,NE 34,943,1,Green Ash,Fraxinus pennsylvanica,Removed,1987,12,,,,3,,,
898,broad street north,927-1115,NE 34,943,2,Green Ash,Fraxinus pennsylvanica,,1987,12,,,,3,,,
898,broad street north,927-1115,NE 34,947,1,White Spruce,Picea glauca,Colorado,1987,14,,,,5,,,
898,broad street north,927-1115,NE 34,947,2,Cotone Aster,Cotoneaster,,1987,3,,,,,,,
898,broad street north,927-1115,NE 34,951,1,Green Ash,Fraxinus pennsylvanica,,1987,10,,,,3,,,
898,broad street north,927-1115,NE 34,951,2,Green Ash,Fraxinus pennsylvanica,,1987,7,,,,3,,,
898,broad street north,927-1115,NE 34,955,1,Green Ash,Fraxinus pennsylvanica,,1987,10,,,,3,,,
898,broad street north,927-1115,NE 34,955,2,Green Ash,Fraxinus pennsylvanica,,1987,12,,,,3,,,
898,broad street north,927-1115,NE 34,959,1,Green Ash,Fraxinus pennsylvanica,,1987,10,,,,3,,,
898,broad street north,927-1115,NE 34,959,2,White Spruce,Picea glauca,,1987,12,,,,5,,,
898,broad street north,927-1115,NE 34,1003,1,MTN ASH,Sorbus americana,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,1003,2,Colorado Spruce,Picea pungens,,1987,14,,,,5,,,
898,broad street north,927-1115,NE 34,1003,3,Colorado Spruce,Picea pungens,,1987,10,,,,4,,,
898,broad street north,927-1115,NE 34,1003,4,Colorado Spruce,Picea pungens,,1987,5,,,,3,,,
898,broad street north,927-1115,NE 34,1015,1,White Spruce,Picea glauca,,1987,15,,,,16,,,
898,broad street north,927-1115,NE 34,1015,2,,,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,1015,3,,,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,1015,4,,,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,1015,5,Mayday,Prunus padus,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,1039,1,Prickly Ash,error,,1987,4,,,,1,,,
898,broad street north,927-1115,NE 34,1039,2,Green Ash,Fraxinus pennsylvanica,,1987,12,,,,4,,,
898,broad street north,927-1115,NE 34,1043,1,Lodgepole Pine,Pinus contorta,,1987,5,,,,4,,,
898,broad street north,927-1115,NE 34,1043,2,Lodgepole Pine,Pinus contorta,,1987,4,,,,4,,,
898,broad street north,927-1115,NE 34,1047,1,Green Ash,Fraxinus pennsylvanica,,1987,12,,,,3,,,
898,broad street north,927-1115,NE 34,1047,2,Green Ash,Fraxinus pennsylvanica,,1987,10,,,,2,,,
898,broad street north,927-1115,NE 34,1051,1,Green Ash,Fraxinus pennsylvanica,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,1051,2,Green Ash,Fraxinus pennsylvanica,,1987,10,,,,4,,,
898,broad street north,927-1115,NE 34,1103,1,White Spruce,Picea glauca,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,1103,2,,,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,1107,1,Green Ash,Fraxinus pennsylvanica,,1987,5,,,,2,,,
898,broad street north,927-1115,NE 34,1107,2,Green Ash,Fraxinus pennsylvanica,,1987,10,,,,2,,,
898,broad street north,927-1115,NE 34,1111,1,Green Ash,Fraxinus pennsylvanica,,1987,10,,,,3,,,
898,broad street north,927-1115,NE 34,1111,2,Driveway,utility,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,1115,1,,,,1987,,,,,,,,
898,broad street north,927-1115,NE 34,1115,2,Green Ash,Fraxinus pennsylvanica,,1987,10,,,,3,,,
899,broad street north,113-217,#3 32,113,1,,,,1981,,,,,,,,
899,broad street north,113-217,#3 32,113,2,,,,1981,,,,,,,,
899,broad street north,113-217,#3 32,113,3,,,,1981,,,,,,,,
899,broad street north,113-217,#3 32,113,4,,,,1981,,,,,,,,
899,broad street north,113-217,#3 32,113,5,Weeping Birch,Betula pendula 'Youngii',Removed,1981,35,,,,26,,,
899,broad street north,113-217,#3 32,121,1,,,,1981,,,,,,,,
899,broad street north,113-217,#3 32,121,2,,,,1981,,,,,,,,
899,broad street north,113-217,#3 32,121,3,Manitoba Maple,Acer negundo,,1981,30,,,,21,,,
899,broad street north,113-217,#3 32,121,4,American Elm,Ulmus americana,,1981,35,,,,14,,,
899,broad street north,113-217,#3 32,125,1,Driveway,utility,,1981,,,,,,,,
899,broad street north,113-217,#3 32,125,2,,,,1981,,,,,,,,
899,broad street north,113-217,#3 32,131,1,White Spruce,Picea glauca,Colorado Spruce,1981,4,,,,2,,,
899,broad street north,113-217,#3 32,131,2,White Spruce,Picea glauca,Colorado Spruce,1981,5,,,,3,,,
899,broad street north,113-217,#3 32,139,1,Colorado Spruce,Picea pungens,,1981,35,,,,21,,,
899,broad street north,113-217,#3 32,139,2,Colorado Spruce,Picea pungens,,1981,32,,,,23,,,
899,broad street north,113-217,#3 32,163,1,American Elm,Ulmus americana,,1981,30,,,,26,,,
899,broad street north,113-217,#3 32,163,2,White Spruce,Picea glauca,,1981,25,,,,20,,,
899,broad street north,113-217,#3 32,167,1,Green Ash,Fraxinus pennsylvanica,,1981,30,,,,13,,,
899,broad street north,113-217,#3 32,167,2,Green Ash,Fraxinus pennsylvanica,,1981,35,,,,12,,,
899,broad street north,113-217,#3 32,167,3,Green Ash,Fraxinus pennsylvanica,,1981,36,,,,12,,,
899,broad street north,113-217,#3 32,171,1,Green Ash,Fraxinus pennsylvanica,,1981,32,,,,16,,,
899,broad street north,113-217,#3 32,171,2,Green Ash,Fraxinus pennsylvanica,,1981,28,,,,13,,,
899,broad street north,113-217,#3 32,179,1,White Spruce,Picea glauca,,1981,26,,,,10,,,
899,broad street north,113-217,#3 32,179,2,Red Osier Dogwood,Cornus sericea,Rem Elm,1981,7,,,,2,,,
899,broad street north,113-217,#3 32,189,1,American Elm,Ulmus americana,,1981,32,,,,21,,,
899,broad street north,113-217,#3 32,189,2,American Elm,Ulmus americana,,1981,35,,,,25,,,
899,broad street north,113-217,#3 32,189,3,American Elm,Ulmus americana,,1981,26,,,,25,,,
899,broad street north,113-217,#3 32,189,4,American Elm,Ulmus americana,,1981,25,,,,18,,,
899,broad street north,113-217,#3 32,189,5,American Elm,Ulmus americana,,1981,25,,,,19,,,
899,broad street north,113-217,#3 32,201,1,American Elm,Ulmus americana,,1981,27,,,,23,,,
899,broad street north,113-217,#3 32,201,2,,,,1981,15,,,,6,,,
899,broad street north,113-217,#3 32,201,3,White Spruce,Picea glauca,,1981,3,,,,2,,,
899,broad street north,113-217,#3 32,201,4,White Spruce,Picea glauca,,1981,4,,,,2,,,
899,broad street north,113-217,#3 32,201,5,White Spruce,Picea glauca,,1981,6,,,,3,,,
899,broad street north,113-217,#3 32,205,1,Colorado Spruce,Picea pungens,,1981,27,,,,28,,,
899,broad street north,113-217,#3 32,205,2,Colorado Spruce,Picea pungens,,1981,31,,,,28,,,
899,broad street north,113-217,#3 32,209,1,Colorado Spruce,Picea pungens,,1981,34,,,,24,,,
899,broad street north,113-217,#3 32,209,2,Manitoba Maple,Acer negundo,,1981,32,,,,26,,,
899,broad street north,113-217,#3 32,217,1,,,,1981,,,,,,,,
899,broad street north,113-217,#3 32,217,2,,,,1981,,,,,,,,
900,broad street north,200-282,NE 3 32,200,1,Colorado spruce,Picea pungens,,"1957, 1961",33,30,,,31,,,
900,broad street north,200-282,NE 3 32,200,2,White spruce,Picea glauca,,"1957, 1961",29,30,,,24,,,
900,broad street north,200-282,NE 3 32,200,3,White spruce,Picea glauca,,"1957, 1961",31,28,,,22,,,
900,broad street north,200-282,NE 3 32,200,4,White spruce,Picea glauca,,"1957, 1961",24,25,,,16,,,
900,broad street north,200-282,NE 3 32,208,1,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,208,2,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,218,1,white spruce,Picea glauca,,"1957, 1961",31,30,,,26,,,
900,broad street north,200-282,NE 3 32,218,2,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,226,1,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,226,2,Colorado spruce,Picea pungens,,"1957, 1961",34,34,,,31,,,
900,broad street north,200-282,NE 3 32,232,1,Colorado spruce,Picea pungens,,"1957, 1961",24,30,,,23,,,
900,broad street north,200-282,NE 3 32,232,2,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,242,1,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,242,2,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,250,1,cotoneaster,Cotoneaster,Removed,"1957, 1961",5,,,,1,,,
900,broad street north,200-282,NE 3 32,250,2,Colorado spruce,Picea pungens,,"1957, 1961",36,30,,,28,,,
900,broad street north,200-282,NE 3 32,258,1,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,258,2,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,266,1,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,266,2,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,274,1,Colorado spruce,Picea pungens,,"1957, 1961",34,32,,,31,,,
900,broad street north,200-282,NE 3 32,274,2,White spruce,Picea glauca,,"1957, 1961",27,29,,,26,,,
900,broad street north,200-282,NE 3 32,282,1,,,,"1957, 1961",,,,,,,,
900,broad street north,200-282,NE 3 32,282,2,colorado spruce,Picea pungens,,"1957, 1961",25,28,,,20,,,
901,broad street north,223-373,AE 3 32,223,1,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",23,28,,,15,,,
901,broad street north,223-373,AE 3 32,223,2,Driveway,utility,,"1981, 1981, 1987",,,,,,,,
901,broad street north,223-373,AE 3 32,229,1,white spruce,Picea glauca,,"1981, 1981, 1987",10,15,,,2,,,
901,broad street north,223-373,AE 3 32,229,2,white spruce,Picea glauca,,"1981, 1981, 1987",10,15,,,3,,,
901,broad street north,223-373,AE 3 32,231,1,Colorado spruce,Picea pungens,,"1981, 1981, 1987",36,30,,,23,,,
901,broad street north,223-373,AE 3 32,231,2,Colorado spruce,Picea pungens,,"1981, 1981, 1987",32,30,,,24,,,
901,broad street north,223-373,AE 3 32,231,3,white spruce,Picea glauca,,"1981, 1981, 1987",23,25,,,7,,,
901,broad street north,223-373,AE 3 32,237,1,colorado spruce,Picea pungens,,"1981, 1981, 1987",37,10,,,32,8,,
901,broad street north,223-373,AE 3 32,237,2,Colorado spruce,Picea pungens,,"1981, 1981, 1987",32,10,,,28,8,,
901,broad street north,223-373,AE 3 32,237,3,Colorado spruce,Picea pungens,,"1981, 1981, 1987",41,32,,,31,,,
901,broad street north,223-373,AE 3 32,249,1,,,,"1981, 1981, 1987",,,,,,,,
901,broad street north,223-373,AE 3 32,249,2,Colorado spruce,Picea pungens,,"1981, 1981, 1987",42,34,,,24,,,
901,broad street north,223-373,AE 3 32,259,1,manitoba maple,Acer negundo,,"1981, 1981, 1987",35,28,,,24,,,
901,broad street north,223-373,AE 3 32,259,2,manitoba maple,Acer negundo,,"1981, 1981, 1987",32,25,,,21,,,
901,broad street north,223-373,AE 3 32,265,1,manitoba maple,Acer negundo,Removed,"1981, 1981, 1987",29,28,,,21,,,
901,broad street north,223-373,AE 3 32,265,2,manitoba maple,Acer negundo,,"1981, 1981, 1987",34,26,,,19,,,
901,broad street north,223-373,AE 3 32,307,1,Patmore ash,Fraxinus pennsylvanica 'Patmore',June 90,"1981, 1981, 1987",,,,,,,,
901,broad street north,223-373,AE 3 32,307,2,Patmore ash,Fraxinus pennsylvanica 'Patmore',June 90,"1981, 1981, 1987",,,,,,,,
901,broad street north,223-373,AE 3 32,307,3,Patmore ash,Fraxinus pennsylvanica 'Patmore',June 90,"1981, 1981, 1987",,,,,,,,
901,broad street north,223-373,AE 3 32,307,4,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",22,25,,,7,,,
901,broad street north,223-373,AE 3 32,307,5,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",26,25,,,8,,,
901,broad street north,223-373,AE 3 32,307,6,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",21,25,,,7,,,
901,broad street north,223-373,AE 3 32,331,1,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",22,25,,,6,,,
901,broad street north,223-373,AE 3 32,331,2,,,,"1981, 1981, 1987",,,,,,,,
901,broad street north,223-373,AE 3 32,331,3,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",29,25,,,7,,,
901,broad street north,223-373,AE 3 32,331,4,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",30,26,,,8,,,
901,broad street north,223-373,AE 3 32,331,5,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",22,26,,,6,,,
901,broad street north,223-373,AE 3 32,357,1,American elm,Ulmus americana,,"1981, 1981, 1987",23,26,,,7,,,
901,broad street north,223-373,AE 3 32,357,2,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",27,25,,,10,,,
901,broad street north,223-373,AE 3 32,357,3,American elm,Ulmus americana,,"1981, 1981, 1987",30,25,,,6,,,
901,broad street north,223-373,AE 3 32,357,4,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",22,25,,,5,,,
901,broad street north,223-373,AE 3 32,373,1,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",29,26,,,10,,,
901,broad street north,223-373,AE 3 32,373,2,Green ash,Fraxinus pennsylvanica,,"1981, 1981, 1987",27,26,,,11,,,
902,broad street,2000 - 2358,56 52,Stratcona School,1,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,Stratcona School,2,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,Stratcona School,3,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,Stratcona School,4,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,Stratcona School,5,american elm,Ulmus americana,,"1981, 1987",27,25,,,37,,,
902,broad street,2000 - 2358,56 52,Stratcona School,6,american elm,Ulmus americana,,"1981, 1987",24,25,,,29,,,
902,broad street,2000 - 2358,56 52,Stratcona School,7,american elm,Ulmus americana,,"1981, 1987",24,25,,,30,,,
902,broad street,2000 - 2358,56 52,Stratcona School,8,american elm,Ulmus americana,,"1981, 1987",24,25,,,30,,,
902,broad street,2000 - 2358,56 52,Stratcona School,9,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2300,1,american elm,Ulmus americana,,"1981, 1987",28,34,,,23,,,
902,broad street,2000 - 2358,56 52,2300,2,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2300,3,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2300,4,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2300,5,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2300,6,Honey suckle,Lonicera,,"1981, 1987",8,10,,,2,,,
902,broad street,2000 - 2358,56 52,2300,7,Honey suckle,Lonicera,,"1981, 1987",7,10,,,2,,,
902,broad street,2000 - 2358,56 52,2300,8,honey suckle,Lonicera,,"1981, 1987",9,10,,,4,,,
902,broad street,2000 - 2358,56 52,2310,1,white spruce,Picea glauca,,"1981, 1987",32,38,,,25,,,
902,broad street,2000 - 2358,56 52,2310,2,white spruce,Picea glauca,,"1981, 1987",29,36,,,25,,,
902,broad street,2000 - 2358,56 52,2312,1,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2312,2,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2314,1,apple,Malus,,"1981, 1987",28,,,,35,,,
902,broad street,2000 - 2358,56 52,2314,2,street light,utility,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2330,1,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2330,2,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2330,3,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2330,4,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2340,1,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2340,2,current,Ribes,,"1981, 1987",4,4,,,1,,,
902,broad street,2000 - 2358,56 52,2344,1,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2344,2,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2358,1,,,,"1981, 1987",,,,,,,,
902,broad street,2000 - 2358,56 52,2358,2,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2207,1,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2207,2,Russian Almond,Prunus tenella,,"1981, 1987",5,,,,1,,,
903,broad street,2201-2305,46-52,2207,3,plum,Prunus,,"1981, 1987",6,,,,1,,,
903,broad street,2201-2305,46-52,2207,4,mountain ash,Sorbus aucuparia,,"1981, 1987",9,,,,2,,,
903,broad street,2201-2305,46-52,2207,5,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2209,1,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2209,2,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2219,1,colorado spruce,Picea pungens,,"1981, 1987",32,,,,31,,,
903,broad street,2201-2305,46-52,2219,2,colorado spruce,Picea pungens,,"1981, 1987",29,,,,29,,,
903,broad street,2201-2305,46-52,2219,3,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2229,1,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2229,2,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2231,1,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2231,2,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2235,1,street light,utility,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2235,2,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2239,1,white spruce,Picea glauca,,"1981, 1987",3,,,,1,,,
903,broad street,2201-2305,46-52,2239,2,sidewalk,utility,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2243,1,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2243,2,manitoba maple,Acer negundo,,"1981, 1987",4,,,,3,,,
903,broad street,2201-2305,46-52,2247,1,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2247,2,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2249,1,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2249,2,white spruce,Picea glauca,,"1981, 1987",4,10,,,1,,,
903,broad street,2201-2305,46-52,2257,1,lilac,Syringa vulgaris,,"1981, 1987",10,5,,,4,,,
903,broad street,2201-2305,46-52,2263,1,white spruce,Picea glauca,,"1981, 1987",6,,,,2,,,
903,broad street,2201-2305,46-52,2265,1,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2265,2,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2269,1,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2269,2,scotch pine,Pinus sylvestris,,"1981, 1987",16,18,,,12,,,
903,broad street,2201-2305,46-52,2275,1,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2275,2,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2305,1,american elm,Ulmus americana,,"1981, 1987",28,36,,,38,,,
903,broad street,2201-2305,46-52,2305,2,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2305,3,american elm,Ulmus americana,,"1981, 1987",28,35,,,30,,,
903,broad street,2201-2305,46-52,2305,4,american elm,Ulmus americana,,"1981, 1987",27,34,,,25,,,
903,broad street,2201-2305,46-52,2305,5,american elm,Ulmus americana,,"1981, 1987",30,35,,,41,,,
903,broad street,2201-2305,46-52,2305,6,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2305,7,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2305,8,,,,"1981, 1987",,,,,,,,
903,broad street,2201-2305,46-52,2305,9,street light,utility,,"1981, 1987",,,,,,,,
904,broad street,2323-2345,52,2323,1,,,,"1981, 1987",,,,,,,,
904,broad street,2323-2345,52,2323,2,,,,"1981, 1987",,,,,,,,
904,broad street,2323-2345,52,2323,3,manitoba maple,Acer negundo,,"1981, 1987",31,30,,,53,,,
904,broad street,2323-2345,52,2343,1,white spruce,Picea glauca,,"1981, 1987",26,28,,,18,,,
904,broad street,2323-2345,52,2343,2,,,,"1981, 1987",,,,,,,,
904,broad street,2323-2345,52,2343,3,,,,"1981, 1987",,,,,,,,
904,broad street,2323-2345,52,2345,1,,,,"1981, 1987",,,,,,,,
904,broad street,2323-2345,52,2345,2,,,,"1981, 1987",,,,,,,,
904,broad street,2323-2345,52,2345,3,,,,"1981, 1987",,,,,,,,
904,broad street,2323-2345,52,2345,4,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,1,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,2,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,3,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,4,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,5,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,6,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,7,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,8,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,9,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,10,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,11,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,12,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,13,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,14,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,15,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,16,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,17,,,,"1981, 1987",,,,,,,,
