Page,Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1961),Height (1967),Height (1971),Height (1972),Height (1977),Diameter (1961),Diameter (1967),Diameter (1971),Diameter (1972),Diameter (1977)
387,25TH Avenue,3710-3818,89 SW 9,3814,1,Ulmus americana,,,,,,,,,,,
387,25TH Avenue,3710-3818,89 SW 9,3814,2,Ulmus americana,,,,,,,,,,,
387,25TH Avenue,3710-3818,89 SW 9,3818,1,Ulmus americana,,,,,,,,,,,
387,25TH Avenue,3710-3818,89 SW 9,3818,2,Ulmus americana,,,,,,,,,,,
387,25TH Avenue,3710-3818,89 SW 9,3818,3,Ulmus americana,,,,,,,,,,,
387,25TH Avenue,3710-3818,89 SW 9,3818,4,Ulmus americana,,,,,,,,,,,
387,25TH Avenue,3710-3818,89 SW 9,3818,5,Ulmus americana,,,,,,,,,,,
387,25TH Avenue,3710-3818,89 SW 9,3818,6,Ulmus americana,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2700,1,Lonicera,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2700,2,Lonicera,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2704,1,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2704,2,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2708,1,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2708,2,Fraxinus pennsylvanica,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2710,1,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2710,2,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2710,3,Fraxinus pennsylvanica,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2710,4,Fraxinus pennsylvanica,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2710,5,Acer negundo,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2710,6,Fraxinus pennsylvanica,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2710,7,Fraxinus pennsylvanica,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2804,1,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2804,2,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2804,3,Syringa vulgaris,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2804,4,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2804,5,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2808,1,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2808,2,Fraxinus pennsylvanica,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2812,1,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2812,2,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2816,1,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2816,2,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2820,1,Picea glauca,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2820,2,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2824,1,,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2824,2,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2828,1,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2828,2,,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2832,1,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2832,2,Fraxinus nigra,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2836,1,,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2836,2,Picea pungens,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2836,3,Betula pendula 'Youngii',,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2836,4,Sorbus aucuparia,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2836,5,,,,,,,,,,,,
388,25TH Avenue,2700-2836,88 NW,2836,6,Cotoneaster,,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,1,,,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,2,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,3,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,4,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,5,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,6,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,7,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,8,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,9,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,10,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,11,,,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,12,Pinus sylvestris,,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,13,Pinus sylvestris,,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,14,Pinus sylvestris,,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,Golden Mile Plaza 2700,15,,,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,2825,1,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,2825,2,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,2825,3,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,2825,4,Pinus sylvestris,Spring 92,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,2825,5,Ulmus americana,,,,,,,,,,,
389,25TH Avenue,2700-2825,88 NW 10,2825,6,Ulmus americana,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2200,1,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2200,2,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2200,3,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2200,4,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2200,5,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,LEBOLDUS High School,1,Juniperus,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2330,2,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2330,3,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2330,4,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2330,5,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2330,6,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2330,7,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2330,8,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2330,9,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2330,10,,,,,,,,,,,,
390,25th Ave.,2200 - LEBOLDUS HIGH,5 S 15,2330,11,Fraxinus pennsylvanica,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2401,1,Ulmus americana,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2401,2,Ulmus americana,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2401,3,Ulmus americana,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2401,4,Ulmus americana,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2401,5,Ulmus americana,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2405,1,Picea pungens,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2405,2,Picea pungens,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2409,1,Ulmus americana,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2409,2,Ulmus americana,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2413,1,Picea pungens,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2413,2,Picea pungens,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2417,1,Ulmus americana,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2417,2,Sorbus aucuparia,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2421,1,Ulmus americana,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2421,2,Cotoneaster,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2509,1,Picea pungens,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2509,2,,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2509,3,Ulmus laciniata,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2517,1,Ulmus americana,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2517,2,,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2517,3,,,,,,,,,,,,
391,25th Avenue,2401-2517,55 18 15,2517,4,Ulmus americana,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3000,1,Ulmus americana,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3000,2,Ulmus americana,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3000,3,,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3000,4,,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3000,5,,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3310,1,Ulmus americana,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3310,2,Ulmus americana,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3310,3,Picea glauca,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3310,4,Picea glauca,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3310,5,Sorbus aucuparia,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3310,6,Populus nigra,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3350,1,Populus nigra,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3350,2,Sorbus aucuparia,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3350,3,,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3350,4,Ulmus americana,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3350,5,Ulmus americana,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3350,6,Ulmus americana,,,,,,,,,,,
392,26th Avenue,3000-3350,SW 12 90,3350,7,Ulmus americana,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3005,1,Ulmus americana,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3005,2,Ulmus americana,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3005,3,Picea pungens,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3005,4,,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3005,5,,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3005,6,,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3375,1,Ulmus americana,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3375,2,Ulmus americana,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3375,3,,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3375,4,Ulmus americana,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3375,5,Ulmus americana,,,,,,,,,,,
393,26TH Avenue,3005-3375,SW 12 90,3375,6,Ulmus americana,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3400,1,Fraxinus pennsylvanica,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3400,2,Ulmus americana,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3400,3,Ulmus americana,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3400,4,,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3400,5,Fraxinus pennsylvanica,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3500,1,Picea pungens,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3500,2,Picea pungens,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3500,3,,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3500,4,,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3500,5,,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3530,1,Malus,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3530,2,,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3530,3,Sorbus aucuparia,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3530,4,Betula pendula 'Youngii',,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3530,5,Gleditsia triacanthos,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3530,6,Ulmus americana,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3614,1,Betula papyrifera,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3614,2,Sorbus aucuparia,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3624,1,Betula pendula 'Youngii',,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3624,2,Picea pungens,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3634,1,,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3634,2,,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3644,1,Ulmus americana,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3644,2,Ulmus americana,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3702,1,Fraxinus pennsylvanica,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3702,2,Betula pendula 'Youngii',,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3712,1,,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3712,2,Ulmus americana,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3722,1,Picea pungens,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3722,2,Sorbus aucuparia,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3732,1,Sorbus aucuparia,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3732,2,Ulmus laciniata,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3742,1,Ulmus americana,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3742,2,Ulmus americana,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3806,1,Picea pungens,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3806,2,Fraxinus pennsylvanica,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3806,3,Picea pungens,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3806,4,Sorbus aucuparia,,,,,,,,,,,
394,28th Avenue,3400-3806,91 SW,3806,5,Picea glauca,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3401,1,Ulmus laciniata,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3401,2,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3401,3,Ulmus laciniata,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3401,4,Betula pendula 'Youngii',,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3401,5,,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3401,6,Populus nigra,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3435,1,,158,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3435,2,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3435,3,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3435,4,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3435,5,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3505,1,,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3505,2,,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3505,3,,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3505,4,,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3505,5,,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3525,1,Ulmus laciniata,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3525,2,Sorbus aucuparia,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3525,3,Pinus banksiana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3525,4,Pinus banksiana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3525,5,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3525,6,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3525,7,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3609,1,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3609,2,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3609,3,Sorbus aucuparia,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3609,4,Malus,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3609,5,Malus,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3609,6,Malus,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3609,7,Betula pendula 'Youngii',,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3637,1,,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3637,2,,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3637,3,Sorbus aucuparia,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3637,4,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3637,5,Picea glauca,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3715,1,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3715,2,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3715,3,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3715,4,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3715,5,Ulmus americana,,,,,,,,,,,
395,28th Avenue,3401-3715,S.W. 91,3715,6,Syringa vulgaris,,,,,,,,,,,
396,28th Avenue,3745,91 South,3745,1,Fraxinus pennsylvanica,,,,,,,,,,,
396,28th Avenue,3745,91 South,3745,2,Picea glauca,,,,,,,,,,,
396,28th Avenue,3745,91 South,3745,3,,,,,,,,,,,,
396,28th Avenue,3745,91 South,3745,4,Picea pungens,,,,,,,,,,,
396,28th Avenue,3745,91 South,3745,5,Picea pungens,,,,,,,,,,,
396,28th Avenue,3745,91 South,3745,6,Fraxinus pennsylvanica,,,,,,,,,,,
396,28th Avenue,3745,91 South,3745,7,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,2631,1,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,2631,2,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,2631,3,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,2631,4,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,2631,5,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,2631,6,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3207,1,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3207,2,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3211,1,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3211,2,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3215,1,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3215,2,Sorbus aucuparia,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3219,1,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3219,2,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3225,1,,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3225,2,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3303,1,Picea glauca,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3303,2,,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3307,1,Picea pungens,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3307,2,,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3311,1,Ulmus americana,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3311,2,,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3315,1,Picea pungens,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3315,2,Picea pungens,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3319,1,Picea glauca,,,,,,,,,,,
397,28th Ave,2631 - 3319,SW 12,3319,2,Picea glauca,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,Liquor Store,1,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,Liquor Store,2,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,Liquor Store,3,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,Liquor Store,4,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,Liquor Store,5,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3204,1,Ulmus americana,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3204,2,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3208,1,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3208,2,Ulmus americana,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3212,1,Ulmus americana,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3212,2,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3216,1,Cotoneaster,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3216,2,Malus,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3220,1,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3220,2,Ulmus americana,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3300,1,Ulmus americana,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3300,2,Syringa vulgaris,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3304,1,Picea glauca,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3304,2,Ulmus americana,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3308,1,Ulmus americana,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3308,2,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3312,1,Ulmus laciniata,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3312,2,,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3316,1,Picea glauca,,,,,,,,,,,
398,28th Avenue,Liquor Store - 3316,S.W. 12,3316,2,Picea glauca,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3400,1,,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3400,2,,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3400,3,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3400,4,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3400,5,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3408,1,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3408,2,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3416,1,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3416,2,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3424,1,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3424,2,,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3432,1,,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3432,2,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3432,3,Fraxinus pennsylvanica,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3432,4,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3432,5,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3500,1,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3500,2,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3500,3,Pinus sylvestris,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3500,4,Sorbus aucuparia,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3500,5,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3500,6,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3508,1,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3508,2,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3516,1,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3516,2,Ulmus americana,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3524,1,,,,,,,,,,,,
399,29TH Avenue,3400-3608,91 SW,3524,2,,,,,,,,,,,,
