Page,Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1961),Height (1967),Height (1971),Height (1972),Height (1977),Diameter (1961),Diameter (1967),Diameter (1971),Diameter (1972),Diameter (1977)
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5003,5,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5003,6,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5003,7,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5007,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5007,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5011,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5011,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5015,1,Picea pungens,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5015,2,,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5019,1,Picea pungens,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5019,2,Picea pungens,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5023,1,Sorbus aucuparia,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5023,2,Sorbus aucuparia,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5105,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5105,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5111,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5111,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5117,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5117,2,,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5123,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5123,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5129,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5129,2,Fraxinus pennsylvanica,Removed Driveway,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5135,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5135,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5135,3,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5135,4,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5215,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5215,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5225,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5225,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5235,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5235,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5245,1,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5245,2,Fraxinus pennsylvanica,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5307,1,Picea glauca,,,,,,,,,,,
157,7TH AVENUE NORTH,5003-5307,17 NW 3,5307,2,Fraxinus pennsylvanica,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5006,1,Sorbus aucuparia,White Spruce,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5006,2,,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5006,3,Cotoneaster,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5006,4,Picea glauca,Colorado,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5006,5,Picea glauca,Colorado,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,AL PICKARD,1,Ulmus laciniata,6/67,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,AL PICKARD,2,Fraxinus pennsylvanica,Removed,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5240,3,Fraxinus pennsylvanica,Removed,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5240,4,Fraxinus pennsylvanica,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5240,5,Fraxinus pennsylvanica,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5240,6,Fraxinus pennsylvanica,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5240,7,Fraxinus pennsylvanica,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5240,8,Fraxinus pennsylvanica,Dead,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5320,1,Malus,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5320,2,Prunus,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5320,3,Ulmus americana,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5320,4,Ulmus americana,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5320,5,Acer negundo,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5340,1,Picea glauca,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5340,2,Picea glauca,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5340,3,Picea glauca,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5340,4,Sorbus aucuparia,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5410,1,,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5410,2,Picea glauca,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5410,3,Picea glauca,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5410,4,,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5410,5,Fraxinus pennsylvanica,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5430,1,Acer negundo,Removed,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5430,2,Ulmus americana,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5430,3,Ulmus americana,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5430,4,Ulmus americana,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5430,5,Ulmus americana,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5430,6,Ulmus americana,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5618,1,Ulmus americana,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5618,2,Ulmus americana,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5618,3,Populus deltoides,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5618,4,Populus deltoides,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5762,1,Populus deltoides,Removed,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5762,2,Picea glauca,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5762,3,Malus,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5762,4,Fraxinus pennsylvanica,,,,,,,,,,,
158,7TH AVENUE NORTH,5006-5762,NW-9 17,5762,5,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5317,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5317,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5327,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5327,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5337,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5337,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5347,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5347,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5401,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5401,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5411,1,,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5411,2,Picea pungens,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5421,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5421,2,Ulmus americana,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5431,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5431,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5503,1,Picea pungens,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5503,2,Picea pungens,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5515,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5515,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5525,1,,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5525,2,,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5535,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5535,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5545,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5545,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5555,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5555,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5605,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5605,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5615,1,Ulmus laciniata,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5615,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5625,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5625,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5635,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5635,2,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5761,1,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5761,2,,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5761,3,Fraxinus pennsylvanica,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5761,4,Sambucus racemosa,,,,,,,,,,,
159,7TH AVENUE NORTH,5317-5761,17 NW 9,5761,5,,,,,,,,,,,,
160,7th Avenue North,1835 - 2215,33,1935,4,Picea pungens,,33,,,,,20,,,,
160,7th Avenue North,1835 - 2215,33,1905,2,Ulmus americana,,32,,,,,18,,,,
160,7th Avenue North,1835 - 2215,33,2005,2,Ulmus americana,,32,,,,,10,,,,
160,7th Avenue North,1835 - 2215,33,2005,4,Picea glauca,,32,,,,,12,,,,
160,7th Avenue North,1835 - 2215,33,1935,2,Picea pungens,,31,,,,,18,,,,
160,7th Avenue North,1835 - 2215,33,2305,1,Ulmus americana,,31,,,,,9,,,,
160,7th Avenue North,1835 - 2215,33,1905,1,Ulmus americana,,30,,,,,15,,,,
160,7th Avenue North,1835 - 2215,33,2005,3,Fraxinus pennsylvanica,,28,,,,,9,,,,
160,7th Avenue North,1835 - 2215,33,1835,4,Ulmus americana,,27,,,,,10,,,,
160,7th Avenue North,1835 - 2215,33,2005,5,Picea glauca,,27,,,,,8,,,,
160,7th Avenue North,1835 - 2215,33,2005,1,error,,26,,,,,10,,,,
160,7th Avenue North,1835 - 2215,33,1935,1,Sorbus aucuparia,,25,,,,,12,,,,
160,7th Avenue North,1835 - 2215,33,2115,4,Sorbus aucuparia,,25,,,,,18,,,,
160,7th Avenue North,1835 - 2215,33,2305,2,Picea pungens,,25,,,,,14,,,,
160,7th Avenue North,1835 - 2215,33,1905,3,Prunus virginiana,,22,,,,,16,,,,
160,7th Avenue North,1835 - 2215,33,2135,3,Malus,,22,,,,,14,,,,
160,7th Avenue North,1835 - 2215,33,1935,3,Picea glauca,,20,,,,,6,,,,
160,7th Avenue North,1835 - 2215,33,2135,4,Prunus virginiana,,20,,,,,10,,,,
160,7th Avenue North,1835 - 2215,33,2135,5,Syringa vulgaris,Removed,20,,,,,10,,,,
160,7th Avenue North,1835 - 2215,33,2135,6,Syringa vulgaris,Removed,18,,,,,8,,,,
160,7th Avenue North,1835 - 2215,33,2305,4,Pinus banksiana,,16,,,,,5,,,,
160,7th Avenue North,1835 - 2215,33,1835,3,Ulmus americana,,12,,,,,3,,,,
160,7th Avenue North,1835 - 2215,33,2135,1,Prunus virginiana,Removed,12,,,,,5,,,,
160,7th Avenue North,1835 - 2215,33,2135,2,Syringa vulgaris,Removed,12,,,,,10,,,,
160,7th Avenue North,1835 - 2215,33,2115,2,Sorbus aucuparia,,10,,,,,4,,,,
160,7th Avenue North,1835 - 2215,33,1835,1,Rosa,Removed,6,,,,,1,,,,
160,7th Avenue North,1835 - 2215,33,2035,3,Fraxinus pennsylvanica 'Patmore',Fall 92,6,,,,,2,,,,
160,7th Avenue North,1835 - 2215,33,2035,4,Fraxinus pennsylvanica 'Patmore',Fall 92,6,,,,,4,,,,
160,7th Avenue North,1835 - 2215,33,1835,2,Cotoneaster,Hedge,4,,,,,1,,,,
160,7th Avenue North,1835 - 2215,33,2215,3,Picea pungens,,4,,,,,2,,,,
160,7th Avenue North,1835 - 2215,33,2215,4,Picea pungens,,4,,,,,2,,,,
160,7th Avenue North,1835 - 2215,33,1905,4,,,,,,,,,,,,
160,7th Avenue North,1835 - 2215,33,1905,5,,,,,,,,,,,,
160,7th Avenue North,1835 - 2215,33,2035,1,,,,,,,,,,,,
160,7th Avenue North,1835 - 2215,33,2035,2,,,,,,,,,,,,
160,7th Avenue North,1835 - 2215,33,2035,5,,,,,,,,,,,,
160,7th Avenue North,1835 - 2215,33,2115,1,,,,,,,,,,,,
160,7th Avenue North,1835 - 2215,33,2115,3,,,,,,,,,,,,
160,7th Avenue North,1835 - 2215,33,2215,1,,,,,,,,,,,,
160,7th Avenue North,1835 - 2215,33,2215,2,,,,,,,,,,,,
160,7th Avenue North,1835 - 2215,33,2305,3,,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2150,1,Picea pungens,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2150,2,Picea pungens,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2150,3,Picea pungens,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2150,4,Picea pungens,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2150,5,Ulmus americana,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2150,6,Ulmus americana,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2210,1,Fraxinus pennsylvanica,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2210,2,Ulmus americana,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2210,3,Fraxinus pennsylvanica,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2210,4,,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2210,5,,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2250,1,,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2250,2,,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2250,3,Ulmus americana,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2250,4,,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2250,5,Ulmus americana,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2250,6,Ulmus americana,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2250,7,Ulmus americana,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2300 Blk Northgate Mall,1,Picea pungens,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2300 Blk Northgate Mall,2,Picea pungens,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2300 Blk Northgate Mall,3,Prunus virginiana 'Schubert',Oct. 90,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2300 Blk Northgate Mall,4,Prunus virginiana 'Schubert',Oct. 90,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2300 Blk Northgate Mall,5,Fraxinus pennsylvanica,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2300 Blk Northgate Mall,6,Prunus virginiana 'Schubert',Oct. 90,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,2300 Blk Northgate Mall,7,Prunus virginiana 'Schubert',Oct. 90,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,1,Picea pungens,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,2,,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,3,Prunus virginiana 'Schubert',Oct. 90,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,4,Prunus virginiana 'Schubert',Oct. 90,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,5,Fraxinus pennsylvanica,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,6,Fraxinus pennsylvanica,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,7,Fraxinus pennsylvanica,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,8,Fraxinus pennsylvanica,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,9,Fraxinus pennsylvanica,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,10,Prunus virginiana 'Schubert',Oct. 90,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,11,Picea pungens,,,,,,,,,,,
161,7th Avenue North,2 - 2400,32,400 Blk,12,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1506,1,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1506,2,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1510,1,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1510,2,Betula pendula 'Youngii',,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1514,1,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1514,2,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1518,1,error,1982,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1602,1,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1602,2,Fraxinus pennsylvanica,1982,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1606,1,Ribes,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1606,2,Fraxinus pennsylvanica,1982,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1610,1,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1610,2,Fraxinus pennsylvanica,1982,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1702,1,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1702,2,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1706,1,Picea pungens,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1706,2,Picea pungens,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1710,1,Picea pungens,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1710,2,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1714,1,Betula pendula 'Youngii',,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1714,2,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1718,1,Fraxinus pennsylvanica,1982,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1718,2,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1722,1,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1722,2,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1726,1,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1726,2,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1730,1,Fraxinus pennsylvanica,1982,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1730,2,Fraxinus pennsylvanica,Oct-90,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1806,1,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1806,2,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1806,3,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1806,4,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1806,5,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1818,1,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1818,2,,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1818,3,Fraxinus pennsylvanica,1987,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1818,4,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1828,1,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1828,2,Fraxinus pennsylvanica,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1828,3,Picea pungens,,,,,,,,,,,
162,7th Ave East,1510-1828,NE 15 38,1828,4,Picea pungens,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1515E,1,Fraxinus pennsylvanica,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1515E,2,,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1515E,3,Ulmus laciniata,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1515E,4,Fraxinus pennsylvanica,1982,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1515E,5,Pinus sylvestris,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1525E,1,,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1525E,2,Fraxinus pennsylvanica,1982,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1525E,3,Fraxinus pennsylvanica,1982,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1525E,4,,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1525E,5,Ulmus americana,1982,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1705,1,Fraxinus pennsylvanica,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1705,2,Fraxinus pennsylvanica,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1705,3,Fraxinus pennsylvanica,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1705,4,Fraxinus pennsylvanica,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1705,5,Fraxinus pennsylvanica,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1817,1,Prunus virginiana 'Schubert',,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1817,2,Sorbus aucuparia,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1821,1,Fraxinus pennsylvanica,1982,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1821,2,,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1825,1,,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1825,2,Fraxinus pennsylvanica,1982,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1829,1,,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1829,2,Picea glauca,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1833,1,Picea glauca,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1833,2,Picea glauca,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1837,1,Fraxinus pennsylvanica,1982,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1837,2,,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1841,1,Picea glauca,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1841,2,Fraxinus pennsylvanica,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1905,1,,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1905,2,Fraxinus pennsylvanica,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1909,1,,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1909,2,Picea glauca,,,,,,,,,,,
163,7th Avenue East,1515-1927,38 NE-15,1915,1,,,,,,,,,,,,
